Running from this directory: /cluster/work/simennes/Project_thesis/Project_thesis
Name of job: tune_params
ID of job: 23134776
The job was run on these nodes: idun-07-07
[I 2025-10-17 13:09:10,215] Trial 0 finished with value: 0.12883757602187879 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.199031432379812, 'batch_norm': True, 'lr': 1.8408544111075837e-06, 'weight_decay': 5.5136510071208614e-05, 'epochs': 336, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 0 with value: 0.12883757602187879.
[I 2025-10-17 15:08:18,025] Trial 58 finished with value: 0.20025451201997432 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.23276468605021772, 'batch_norm': False, 'lr': 3.6025373572749315e-05, 'weight_decay': 5.529764729002412e-06, 'epochs': 271, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:09:26,271] Trial 59 finished with value: 0.11218820860165193 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3031688021079667, 'batch_norm': True, 'lr': 2.5949091696930155e-05, 'weight_decay': 4.0906157722129605e-06, 'epochs': 289, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:10:34,754] Trial 60 finished with value: 0.1982928613345993 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.35774196590913515, 'batch_norm': False, 'lr': 5.905635828545991e-05, 'weight_decay': 1.2917765352069354e-05, 'epochs': 304, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:11:39,089] Trial 61 finished with value: 0.202857606082283 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.2773896002234638, 'batch_norm': False, 'lr': 0.00018740141938220807, 'weight_decay': 8.406612183969252e-06, 'epochs': 284, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:12:39,659] Trial 62 finished with value: 0.20285249746963477 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.35307469018459203, 'batch_norm': False, 'lr': 8.565053564246905e-05, 'weight_decay': 5.135333159901876e-06, 'epochs': 265, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:13:35,359] Trial 63 finished with value: 0.2095261370668072 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.30461371907730067, 'batch_norm': False, 'lr': 5.166138144068104e-05, 'weight_decay': 2.1007069072600364e-06, 'epochs': 242, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:16:38,991] Trial 64 finished with value: 0.21213103668215 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.16071437843254707, 'batch_norm': False, 'lr': 3.5846933085346505e-05, 'weight_decay': 1.554065113830075e-05, 'epochs': 224, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:18:05,403] Trial 65 finished with value: 0.07114681437327111 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.40853097350241346, 'batch_norm': False, 'lr': 0.0003358620140935253, 'weight_decay': 2.5788218211475857e-05, 'epochs': 208, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:21:30,074] Trial 66 finished with value: 0.20270245043723628 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.2896055614335733, 'batch_norm': False, 'lr': 6.949974548733893e-05, 'weight_decay': 1.055496715148192e-05, 'epochs': 251, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:22:29,777] Trial 67 finished with value: 0.21155534467097975 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.37045870000015985, 'batch_norm': False, 'lr': 9.641370386641055e-05, 'weight_decay': 2.391372670714702e-06, 'epochs': 263, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:24:27,690] Trial 68 finished with value: 0.1933529948236372 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3543378404114416, 'batch_norm': False, 'lr': 0.00020242766523316695, 'weight_decay': 8.228264218775687e-06, 'epochs': 300, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:25:37,810] Trial 69 finished with value: 0.21281860128906752 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3181272131210993, 'batch_norm': False, 'lr': 4.478670949687956e-05, 'weight_decay': 6.896047846008471e-06, 'epochs': 310, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:29:29,804] Trial 70 finished with value: 0.22350537020977168 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3149766917195506, 'batch_norm': False, 'lr': 2.469014421837107e-05, 'weight_decay': 2.8952049249031407e-05, 'epochs': 283, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:33:18,127] Trial 71 finished with value: 0.21291168640834715 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.26776000270517425, 'batch_norm': False, 'lr': 2.6404517104758654e-05, 'weight_decay': 2.436745167300897e-05, 'epochs': 278, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:37:39,766] Trial 72 finished with value: 0.20338749864727695 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.3213906279794138, 'batch_norm': False, 'lr': 1.8979602492973232e-05, 'weight_decay': 1.0623262981896198e-05, 'epochs': 320, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:40:53,037] Trial 73 finished with value: 0.1840481665404063 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.31194103946011875, 'batch_norm': False, 'lr': 0.00015004442458961122, 'weight_decay': 6.774326631609136e-05, 'epochs': 236, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:42:02,189] Trial 74 finished with value: 0.13337420359102428 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.3475661518042417, 'batch_norm': False, 'lr': 3.453481560343069e-05, 'weight_decay': 1.603498329912891e-05, 'epochs': 76, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:45:21,099] Trial 75 finished with value: 0.21087789813254582 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.38424242004751563, 'batch_norm': False, 'lr': 6.977501590365882e-05, 'weight_decay': 2.8373725315103647e-05, 'epochs': 245, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 4, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:47:08,917] Trial 76 finished with value: 0.2108765718927109 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.27536967132150597, 'batch_norm': False, 'lr': 1.4977751173786151e-05, 'weight_decay': 4.328133272057361e-06, 'epochs': 268, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:49:04,195] Trial 77 finished with value: 0.20981054428185433 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.29230238592611796, 'batch_norm': False, 'lr': 4.811270642299782e-05, 'weight_decay': 0.00011483978192263239, 'epochs': 283, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:50:18,965] Trial 78 finished with value: 0.2192431502524042 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.2436931261343827, 'batch_norm': False, 'lr': 0.00013507030303627356, 'weight_decay': 2.789567542809874e-06, 'epochs': 332, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:51:39,011] Trial 79 finished with value: 0.08252839432108819 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.173761644037302, 'batch_norm': True, 'lr': 2.281690956567704e-05, 'weight_decay': 2.6041008766856706e-06, 'epochs': 341, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:52:52,128] Trial 80 finished with value: 0.21037250114543168 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.2408283648390569, 'batch_norm': False, 'lr': 1.1758625401984637e-05, 'weight_decay': 5.791383362722956e-06, 'epochs': 316, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:54:07,677] Trial 81 finished with value: 0.22349180719401465 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3417606254907171, 'batch_norm': False, 'lr': 0.00013416582694896373, 'weight_decay': 1.1695982969145891e-05, 'epochs': 335, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:55:25,829] Trial 82 finished with value: 0.208744034178265 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.36866316315955727, 'batch_norm': False, 'lr': 0.0002475526684319118, 'weight_decay': 1.2412586483793068e-05, 'epochs': 349, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:56:40,143] Trial 83 finished with value: 0.19788584169755297 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.33943200602114887, 'batch_norm': False, 'lr': 0.00031243280072284124, 'weight_decay': 1.7969709493179258e-05, 'epochs': 329, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:57:54,351] Trial 84 finished with value: 0.21669699789571498 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3243699077031236, 'batch_norm': False, 'lr': 0.0001633758029481836, 'weight_decay': 1.6499558398561935e-06, 'epochs': 330, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 15:59:08,694] Trial 85 finished with value: 0.20521729994340457 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.3074105054213854, 'batch_norm': False, 'lr': 0.00018536933193714832, 'weight_decay': 2.9185452563295152e-06, 'epochs': 328, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22440305091931437.
[I 2025-10-17 16:01:25,931] Trial 86 finished with value: 0.22737898635288964 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.32520054998829134, 'batch_norm': False, 'lr': 0.00012508753555894094, 'weight_decay': 1.4302639576307218e-06, 'epochs': 350, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:03:42,007] Trial 87 finished with value: 0.21851323210685172 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.13257175221088868, 'batch_norm': False, 'lr': 0.00013933928917720257, 'weight_decay': 1.342401451792506e-06, 'epochs': 346, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:05:57,390] Trial 88 finished with value: 0.20684403460898113 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.12923191072265694, 'batch_norm': False, 'lr': 0.00014535379883186543, 'weight_decay': 1.4594098970474387e-06, 'epochs': 344, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:08:08,683] Trial 89 finished with value: 0.21172631388931779 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.1676048009075759, 'batch_norm': False, 'lr': 0.000128555004352294, 'weight_decay': 1.1851034583026128e-06, 'epochs': 335, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:10:29,501] Trial 90 finished with value: 0.11311514332613301 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.13484378102876293, 'batch_norm': True, 'lr': 0.0004233968457676716, 'weight_decay': 1.069631345562229e-06, 'epochs': 348, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:12:41,234] Trial 91 finished with value: 0.20894279929172452 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3246947825791411, 'batch_norm': False, 'lr': 0.00016541974209631683, 'weight_decay': 1.7950717910427024e-06, 'epochs': 337, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:14:50,980] Trial 92 finished with value: 0.20565838353914354 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.1925443987848726, 'batch_norm': False, 'lr': 0.00021849283451833723, 'weight_decay': 1.8524691165553968e-06, 'epochs': 331, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:16:54,136] Trial 93 finished with value: 0.21118049686865678 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3357952720518911, 'batch_norm': False, 'lr': 0.00012762536441868953, 'weight_decay': 5.468252480511996e-07, 'epochs': 313, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:19:00,185] Trial 94 finished with value: 0.20764406397272037 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.10937184034904068, 'batch_norm': False, 'lr': 9.529197743881331e-05, 'weight_decay': 4.214280296105488e-05, 'epochs': 323, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 5, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:21:12,081] Trial 95 finished with value: 0.22205238185051618 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.34562100644038907, 'batch_norm': False, 'lr': 7.696035174885676e-05, 'weight_decay': 2.0822087275843367e-05, 'epochs': 338, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:23:24,559] Trial 96 finished with value: 0.2199556218504884 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.2183144367691091, 'batch_norm': False, 'lr': 7.831424158727117e-05, 'weight_decay': 2.947098424092203e-05, 'epochs': 338, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:25:41,902] Trial 97 finished with value: 0.18515463537106092 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.14558122324480616, 'batch_norm': False, 'lr': 6.081380803180504e-05, 'weight_decay': 1.1521944319064756e-05, 'epochs': 349, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:27:56,093] Trial 98 finished with value: 0.20275880486465908 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.21054606347377552, 'batch_norm': False, 'lr': 7.805036981973775e-05, 'weight_decay': 2.969219426407561e-05, 'epochs': 339, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:29:53,160] Trial 99 finished with value: 0.21726796074762658 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.2595690539840053, 'batch_norm': False, 'lr': 0.00010159798309231575, 'weight_decay': 1.8596189535095524e-05, 'epochs': 296, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 7, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
[I 2025-10-17 16:31:53,338] Trial 100 finished with value: 0.215786883277101 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.2875539513331963, 'batch_norm': False, 'lr': 5.5477031598874556e-05, 'weight_decay': 6.979468228114677e-07, 'epochs': 306, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 6, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 86 with value: 0.22737898635288964.
